datetime,temp,precip,humidity,windspeed,cloudcover,month,day_of_week,is_weekend,season
2023-01-01,16.7,0.0,65.2,18.4,1.3,1,6,1,Winter
2023-01-02,15.4,0.0,64.1,16.6,2.6,1,0,0,Winter
2023-01-03,14.7,0.0,64.5,14.8,1.3,1,1,0,Winter
2023-01-04,13.0,0.0,65.6,22.3,1.1,1,2,0,Winter
2023-01-05,13.5,0.0,71.2,22.3,12.8,1,3,0,Winter
2023-01-06,16.1,0.0,67.3,18.4,17.1,1,4,0,Winter
2023-01-07,17.8,0.0,58.4,11.2,8.0,1,5,1,Winter
2023-01-08,17.4,0.0,54.5,18.4,1.3,1,6,1,Winter
2023-01-09,16.7,0.0,53.7,9.7,1.3,1,0,0,Winter
2023-01-10,16.6,0.0,56.1,11.2,1.3,1,1,0,Winter
2023-01-11,18.1,0.0,56.4,14.8,1.3,1,2,0,Winter
2023-01-12,18.2,0.0,65.9,14.8,5.9,1,3,0,Winter
2023-01-13,17.2,0.0,65.1,22.3,12.7,1,4,0,Winter
2023-01-14,14.7,0.0,59.7,20.5,1.3,1,5,1,Winter
2023-01-15,14.2,0.0,61.7,14.8,2.5,1,6,1,Winter
2023-01-16,14.6,0.0,61.1,18.4,0.0,1,0,0,Winter
2023-01-17,15.1,0.0,59.0,18.4,8.5,1,1,0,Winter
2023-01-18,15.6,0.0,52.1,20.5,1.0,1,2,0,Winter
2023-01-19,16.6,0.0,56.6,18.4,13.6,1,3,0,Winter
2023-01-20,19.9,0.0,59.2,20.5,15.9,1,4,0,Winter
2023-01-21,19.4,0.0,59.8,18.4,7.9,1,5,1,Winter
2023-01-22,18.2,0.0,59.8,9.4,14.5,1,6,1,Winter
2023-01-23,19.1,0.0,64.8,20.5,15.9,1,0,0,Winter
2023-01-24,18.9,0.0,68.9,13.0,21.7,1,1,0,Winter
2023-01-25,17.9,0.0,65.1,14.8,40.8,1,2,0,Winter
2023-01-26,16.5,0.2,83.2,18.4,65.3,1,3,0,Winter
2023-01-27,17.8,0.0,82.1,18.4,58.7,1,4,0,Winter
2023-01-28,19.8,0.0,69.7,14.8,4.2,1,5,1,Winter
2023-01-29,21.9,0.0,61.3,25.9,7.7,1,6,1,Winter
2023-01-30,18.6,0.0,75.6,14.8,24.6,1,0,0,Winter
2023-01-31,16.9,0.0,75.6,18.4,25.5,1,1,0,Winter
2023-02-01,16.8,0.0,64.4,20.5,6.2,2,2,0,Winter
2023-02-02,17.0,0.0,50.3,14.8,16.9,2,3,0,Winter
2023-02-03,18.2,0.0,49.5,20.5,1.7,2,4,0,Winter
2023-02-04,19.2,0.0,50.1,13.0,1.3,2,5,1,Winter
2023-02-05,20.0,0.0,47.5,13.0,1.3,2,6,1,Winter
2023-02-06,21.6,0.0,43.1,14.8,2.5,2,0,0,Winter
2023-02-07,20.1,0.0,51.8,14.8,0.0,2,1,0,Winter
2023-02-08,20.1,0.0,40.7,18.4,0.8,2,2,0,Winter
2023-02-09,21.5,0.0,45.9,11.2,3.9,2,3,0,Winter
2023-02-10,23.0,0.0,40.1,16.6,0.0,2,4,0,Winter
2023-02-11,21.6,0.0,43.4,16.6,0.0,2,5,1,Winter
2023-02-12,20.3,0.0,46.8,20.5,0.0,2,6,1,Winter
2023-02-13,18.2,0.0,41.9,14.8,0.0,2,0,0,Winter
2023-02-14,20.4,0.0,37.8,13.0,0.0,2,1,0,Winter
2023-02-15,21.7,0.0,44.0,9.4,0.0,2,2,0,Winter
2023-02-16,23.2,0.0,42.8,11.2,11.5,2,3,0,Winter
2023-02-17,23.0,0.0,42.7,18.4,2.5,2,4,0,Winter
2023-02-18,22.3,0.0,45.9,13.0,0.0,2,5,1,Winter
2023-02-19,23.2,0.0,43.2,11.2,5.5,2,6,1,Winter
2023-02-20,25.4,0.0,34.9,10.1,5.4,2,0,0,Winter
2023-02-21,23.8,0.0,32.3,20.5,5.8,2,1,0,Winter
2023-02-22,22.7,0.0,41.6,11.2,15.4,2,2,0,Winter
2023-02-23,22.8,0.0,47.4,13.0,24.6,2,3,0,Winter
2023-02-24,23.7,0.0,39.3,18.4,2.5,2,4,0,Winter
2023-02-25,23.4,0.0,36.9,11.2,9.8,2,5,1,Winter
2023-02-26,23.8,0.0,35.0,11.2,2.4,2,6,1,Winter
2023-02-27,23.6,0.0,38.2,11.2,0.0,2,0,0,Winter
2023-02-28,25.1,0.0,34.6,14.8,8.1,2,1,0,Winter
2023-03-01,25.5,0.0,36.0,11.2,32.1,3,2,0,Spring
2023-03-02,25.9,0.0,38.9,9.4,16.9,3,3,0,Spring
2023-03-03,26.3,0.0,39.6,11.2,20.8,3,4,0,Spring
2023-03-04,26.5,0.0,40.5,18.4,48.5,3,5,1,Spring
2023-03-05,24.6,0.0,50.7,18.4,30.9,3,6,1,Spring
2023-03-06,24.4,0.0,50.8,27.7,36.2,3,0,0,Spring
2023-03-07,22.7,0.1,52.8,18.4,42.2,3,1,0,Spring
2023-03-08,23.2,0.0,48.6,18.4,35.9,3,2,0,Spring
2023-03-09,23.2,0.0,45.6,16.6,21.3,3,3,0,Spring
2023-03-10,24.0,0.0,39.9,18.4,4.6,3,4,0,Spring
2023-03-11,24.9,0.0,38.2,14.8,0.0,3,5,1,Spring
2023-03-12,26.0,0.0,34.7,16.6,16.7,3,6,1,Spring
2023-03-13,26.8,0.0,34.1,18.4,46.3,3,0,0,Spring
2023-03-14,26.3,0.0,38.1,13.0,46.9,3,1,0,Spring
2023-03-15,26.7,0.0,37.5,29.5,76.7,3,2,0,Spring
2023-03-16,24.9,0.1,48.9,22.3,60.5,3,3,0,Spring
2023-03-17,23.9,0.0,52.2,20.5,75.3,3,4,0,Spring
2023-03-18,23.5,0.0,55.0,14.8,45.2,3,5,1,Spring
2023-03-19,21.7,0.2,59.8,28.4,53.8,3,6,1,Spring
2023-03-20,21.6,2.0,63.2,16.6,35.2,3,0,0,Spring
2023-03-21,23.0,0.0,54.4,14.8,52.2,3,1,0,Spring
2023-03-22,23.4,0.0,51.0,9.7,39.1,3,2,0,Spring
2023-03-23,24.4,0.0,50.8,20.5,42.4,3,3,0,Spring
2023-03-24,24.7,0.0,51.8,20.5,29.7,3,4,0,Spring
2023-03-25,24.8,0.0,48.5,16.6,5.7,3,5,1,Spring
2023-03-26,24.1,0.0,40.6,18.4,1.3,3,6,1,Spring
2023-03-27,25.6,0.0,35.4,14.8,2.1,3,0,0,Spring
2023-03-28,26.3,0.0,34.7,18.4,7.2,3,1,0,Spring
2023-03-29,27.4,0.0,29.4,18.4,10.3,3,2,0,Spring
2023-03-30,25.9,0.0,40.0,22.3,39.4,3,3,0,Spring
2023-03-31,24.5,0.0,45.4,23.5,21.6,3,4,0,Spring
2023-04-01,24.4,0.0,43.4,16.2,15.3,4,5,1,Spring
2023-04-02,26.6,0.0,40.0,11.5,15.1,4,6,1,Spring
2023-04-03,26.7,0.0,37.0,20.5,10.9,4,0,0,Spring
2023-04-04,27.4,0.0,37.2,24.1,22.7,4,1,0,Spring
2023-04-05,27.5,0.0,35.6,14.8,29.8,4,2,0,Spring
2023-04-06,27.8,0.0,38.1,9.4,30.0,4,3,0,Spring
2023-04-07,28.2,0.0,38.3,18.4,44.6,4,4,0,Spring
2023-04-08,27.5,0.3,44.1,22.3,48.9,4,5,1,Spring
2023-04-09,28.6,0.0,39.3,20.5,39.4,4,6,1,Spring
2023-04-10,29.6,0.0,35.0,18.4,33.1,4,0,0,Spring
2023-04-11,30.5,0.0,33.2,14.8,22.5,4,1,0,Spring
2023-04-12,31.1,0.0,32.2,14.0,39.7,4,2,0,Spring
2023-04-13,30.6,0.0,31.3,20.5,38.9,4,3,0,Spring
2023-04-14,30.4,0.0,29.3,20.1,45.7,4,4,0,Spring
2023-04-15,30.7,0.0,30.8,22.3,46.7,4,5,1,Spring
2023-04-16,31.4,0.0,30.5,25.9,24.9,4,6,1,Spring
2023-04-17,31.0,0.0,26.6,25.4,20.7,4,0,0,Spring
2023-04-18,30.9,0.0,26.6,13.0,36.5,4,1,0,Spring
2023-04-19,30.8,0.0,31.7,20.5,52.8,4,2,0,Spring
2023-04-20,29.9,0.0,32.4,25.9,29.1,4,3,0,Spring
2023-04-21,29.4,0.0,31.4,20.5,29.9,4,4,0,Spring
2023-04-22,28.0,0.0,34.4,25.2,53.5,4,5,1,Spring
2023-04-23,28.2,0.0,32.5,18.0,31.9,4,6,1,Spring
2023-04-24,28.7,0.0,21.8,23.6,19.1,4,0,0,Spring
2023-04-25,30.2,0.0,27.7,24.1,38.3,4,1,0,Spring
2023-04-26,29.3,0.0,38.7,37.1,41.4,4,2,0,Spring
2023-04-27,27.0,0.5,50.4,27.7,45.4,4,3,0,Spring
2023-04-28,25.6,3.7,61.0,81.7,53.5,4,4,0,Spring
2023-04-29,24.8,0.1,65.1,22.3,61.0,4,5,1,Spring
2023-04-30,22.6,28.9,75.5,22.3,55.8,4,6,1,Spring
2023-05-01,24.1,0.1,64.4,16.6,41.4,5,0,0,Spring
2023-05-02,25.8,1.0,58.2,20.5,45.8,5,1,0,Spring
2023-05-03,25.2,0.0,62.4,24.1,56.2,5,2,0,Spring
2023-05-04,25.7,2.1,63.3,25.9,64.8,5,3,0,Spring
2023-05-05,27.1,0.0,57.1,16.6,56.2,5,4,0,Spring
2023-05-06,28.8,0.0,51.2,19.7,54.8,5,5,1,Spring
2023-05-07,30.6,0.2,46.0,14.8,43.6,5,6,1,Spring
2023-05-08,31.2,0.0,40.2,16.6,24.6,5,0,0,Spring
2023-05-09,32.1,0.0,28.1,13.0,9.5,5,1,0,Spring
2023-05-10,32.7,0.0,19.4,13.9,2.4,5,2,0,Spring
2023-05-11,33.0,0.0,19.7,16.6,0.0,5,3,0,Spring
2023-05-12,33.9,0.0,18.3,16.6,0.0,5,4,0,Spring
2023-05-13,34.0,0.0,22.5,17.6,14.5,5,5,1,Spring
2023-05-14,33.0,0.0,30.3,25.9,15.5,5,6,1,Spring
2023-05-15,31.9,0.0,37.4,25.9,16.4,5,0,0,Spring
2023-05-16,31.2,0.0,48.6,25.9,26.9,5,1,0,Spring
2023-05-17,30.8,0.0,49.8,27.7,21.5,5,2,0,Spring
2023-05-18,32.0,0.0,37.9,22.3,12.9,5,3,0,Spring
2023-05-19,31.5,19.0,39.9,29.5,18.4,5,4,0,Spring
2023-05-20,31.8,29.0,43.9,46.4,31.3,5,5,1,Spring
2023-05-21,30.5,7.0,47.0,37.1,24.7,5,6,1,Spring
2023-05-22,30.3,0.4,48.1,17.9,32.6,5,0,0,Spring
2023-05-23,30.8,0.0,46.1,20.5,29.4,5,1,0,Spring
2023-05-24,31.5,0.0,40.8,33.5,22.2,5,2,0,Spring
2023-05-25,31.2,0.0,43.9,29.5,20.1,5,3,0,Spring
2023-05-26,30.1,0.1,47.0,33.5,15.0,5,4,0,Spring
2023-05-27,31.3,0.0,50.8,33.5,21.6,5,5,1,Spring
2023-05-28,30.0,0.0,54.8,22.3,29.9,5,6,1,Spring
2023-05-29,27.8,5.0,55.3,25.9,23.6,5,0,0,Spring
2023-05-30,29.7,0.0,49.2,78.0,25.5,5,1,0,Spring
2023-05-31,30.6,0.0,39.6,18.4,10.3,5,2,0,Spring
2023-06-01,32.0,0.0,32.4,25.9,18.7,6,3,0,Summer
2023-06-02,31.6,0.0,43.1,20.5,18.1,6,4,0,Summer
2023-06-03,29.3,3.0,56.1,29.5,36.2,6,5,1,Summer
2023-06-04,27.5,0.0,56.1,29.5,36.3,6,6,1,Summer
2023-06-05,30.2,0.0,54.5,22.3,22.2,6,0,0,Summer
2023-06-06,30.5,0.0,53.5,21.8,26.6,6,1,0,Summer
2023-06-07,30.0,0.1,52.9,33.5,32.6,6,2,0,Summer
2023-06-08,30.8,0.0,54.2,29.5,26.6,6,3,0,Summer
2023-06-09,31.8,0.0,48.9,21.8,20.8,6,4,0,Summer
2023-06-10,32.3,0.0,49.0,27.7,28.0,6,5,1,Summer
2023-06-11,32.0,0.0,50.9,20.5,21.7,6,6,1,Summer
2023-06-12,32.7,0.0,46.5,22.3,20.8,6,0,0,Summer
2023-06-13,32.6,0.0,46.9,24.1,25.3,6,1,0,Summer
2023-06-14,31.5,0.0,52.3,29.5,30.1,6,2,0,Summer
2023-06-15,31.1,0.0,51.3,25.9,30.0,6,3,0,Summer
2023-06-16,30.6,0.0,53.3,31.7,33.6,6,4,0,Summer
2023-06-17,29.9,0.0,57.7,37.1,48.8,6,5,1,Summer
2023-06-18,29.5,0.0,59.6,37.1,46.2,6,6,1,Summer
2023-06-19,28.6,0.0,62.6,36.2,65.4,6,0,0,Summer
2023-06-20,29.2,0.0,60.3,25.9,42.0,6,1,0,Summer
2023-06-21,29.6,0.0,61.1,24.1,64.2,6,2,0,Summer
2023-06-22,28.6,6.0,64.2,22.3,81.4,6,3,0,Summer
2023-06-23,27.6,15.0,70.0,20.5,90.6,6,4,0,Summer
2023-06-24,23.6,55.0,89.3,18.4,77.8,6,5,1,Summer
2023-06-25,25.7,8.8,84.0,18.4,77.3,6,6,1,Summer
2023-06-26,25.0,0.4,84.3,27.7,89.9,6,0,0,Summer
2023-06-27,25.3,0.7,84.8,16.9,88.5,6,1,0,Summer
2023-06-28,25.6,1.0,83.9,22.3,79.0,6,2,0,Summer
2023-06-29,24.6,18.0,89.7,22.3,87.1,6,3,0,Summer
2023-06-30,24.8,23.0,87.3,20.5,87.5,6,4,0,Summer
2023-07-01,24.8,14.0,87.3,24.1,79.8,7,5,1,Summer
2023-07-02,25.1,8.0,87.8,17.9,79.9,7,6,1,Summer
2023-07-03,27.4,0.0,79.3,17.9,67.1,7,0,0,Summer
2023-07-04,28.3,17.0,77.5,16.6,68.0,7,1,0,Summer
2023-07-05,26.1,5.3,84.7,13.0,72.7,7,2,0,Summer
2023-07-06,26.4,48.0,85.0,14.8,65.9,7,3,0,Summer
2023-07-07,26.3,11.0,82.7,13.0,76.2,7,4,0,Summer
2023-07-08,26.3,12.0,84.0,24.1,79.4,7,5,1,Summer
2023-07-09,25.2,3.0,86.6,25.3,82.8,7,6,1,Summer
2023-07-10,25.4,0.1,86.0,29.5,78.9,7,0,0,Summer
2023-07-11,24.3,11.0,89.7,24.1,89.6,7,1,0,Summer
2023-07-12,24.7,6.0,88.9,19.1,88.9,7,2,0,Summer
2023-07-13,25.6,4.3,87.6,20.5,86.9,7,3,0,Summer
2023-07-14,25.3,40.7,87.1,18.4,89.6,7,4,0,Summer
2023-07-15,25.1,2.0,87.1,22.3,89.7,7,5,1,Summer
2023-07-16,24.4,7.5,88.6,25.9,88.5,7,6,1,Summer
2023-07-17,25.2,17.0,88.6,18.4,88.8,7,0,0,Summer
2023-07-18,25.6,14.0,91.0,15.1,91.7,7,1,0,Summer
2023-07-19,25.6,21.0,89.8,14.8,88.4,7,2,0,Summer
2023-07-20,27.1,30.0,85.9,11.2,81.5,7,3,0,Summer
2023-07-21,26.1,61.3,88.3,22.3,83.9,7,4,0,Summer
2023-07-22,25.5,56.7,89.2,13.0,84.8,7,5,1,Summer
2023-07-23,26.6,0.0,85.5,14.8,66.6,7,6,1,Summer
2023-07-24,26.4,1.0,83.2,21.7,60.3,7,0,0,Summer
2023-07-25,26.3,0.8,84.6,16.2,82.4,7,1,0,Summer
2023-07-26,26.5,0.0,85.0,14.8,78.0,7,2,0,Summer
2023-07-27,26.1,6.0,87.8,18.4,79.0,7,3,0,Summer
2023-07-28,24.7,9.0,91.5,21.0,89.2,7,4,0,Summer
2023-07-29,24.8,0.1,86.8,22.3,82.1,7,5,1,Summer
2023-07-30,25.1,21.0,84.3,22.3,74.1,7,6,1,Summer
2023-07-31,25.3,3.4,85.8,24.1,66.4,7,0,0,Summer
2023-08-01,24.9,8.6,88.7,22.3,78.5,8,1,0,Summer
2023-08-02,24.5,5.0,88.1,25.9,88.8,8,2,0,Summer
2023-08-03,23.9,0.3,89.0,23.4,89.3,8,3,0,Summer
2023-08-04,23.9,0.2,89.8,19.1,82.8,8,4,0,Summer
2023-08-05,24.3,5.0,89.7,18.4,78.1,8,5,1,Summer
2023-08-06,24.9,0.2,86.0,24.1,76.6,8,6,1,Summer
2023-08-07,24.7,0.2,83.3,29.5,84.4,8,0,0,Summer
2023-08-08,24.6,0.0,84.4,22.3,79.3,8,1,0,Summer
2023-08-09,25.0,0.2,83.1,22.7,69.2,8,2,0,Summer
2023-08-10,25.0,0.0,82.4,22.3,56.7,8,3,0,Summer
2023-08-11,25.0,0.0,81.2,22.3,50.2,8,4,0,Summer
2023-08-12,24.6,0.9,82.5,20.5,56.8,8,5,1,Summer
2023-08-13,24.0,5.9,86.6,24.1,78.3,8,6,1,Summer
2023-08-14,24.3,0.1,84.3,22.3,74.4,8,0,0,Summer
2023-08-15,25.2,0.1,83.1,18.4,65.8,8,1,0,Summer
2023-08-16,24.6,0.2,85.6,18.4,51.1,8,2,0,Summer
2023-08-17,24.9,0.0,83.3,18.4,53.7,8,3,0,Summer
2023-08-18,24.0,2.0,86.5,20.5,76.2,8,4,0,Summer
2023-08-19,23.4,24.0,90.1,18.4,89.1,8,5,1,Summer
2023-08-20,23.5,3.1,91.2,18.4,89.8,8,6,1,Summer
2023-08-21,22.5,2.0,91.8,20.5,84.9,8,0,0,Summer
2023-08-22,23.5,0.2,91.2,16.6,89.9,8,1,0,Summer
2023-08-23,24.4,0.2,86.5,25.9,74.5,8,2,0,Summer
2023-08-24,24.5,0.3,84.9,27.7,67.3,8,3,0,Summer
2023-08-25,24.9,0.0,82.5,20.5,45.0,8,4,0,Summer
2023-08-26,25.1,0.0,80.7,16.6,39.8,8,5,1,Summer
2023-08-27,24.8,0.0,80.2,27.7,31.0,8,6,1,Summer
2023-08-28,24.6,0.0,80.1,25.9,31.3,8,0,0,Summer
2023-08-29,25.1,0.0,76.4,18.4,29.9,8,1,0,Summer
2023-08-30,25.1,0.0,78.0,16.2,26.7,8,2,0,Summer
2023-08-31,26.0,0.0,75.4,13.0,25.8,8,3,0,Summer
2023-09-01,26.7,0.0,74.1,13.0,25.0,9,4,0,Fall
2023-09-02,26.9,0.0,72.3,14.8,22.5,9,5,1,Fall
2023-09-03,27.0,0.0,72.0,14.8,43.7,9,6,1,Fall
2023-09-04,27.0,0.0,73.9,16.6,45.1,9,0,0,Fall
2023-09-05,27.3,0.0,72.1,18.4,37.7,9,1,0,Fall
2023-09-06,25.1,16.0,84.9,18.4,73.7,9,2,0,Fall
2023-09-07,24.4,19.0,89.9,14.8,88.0,9,3,0,Fall
2023-09-08,23.6,53.0,93.3,13.0,90.2,9,4,0,Fall
2023-09-09,23.9,81.0,91.9,22.3,86.9,9,5,1,Fall
2023-09-10,23.9,3.0,90.0,27.7,69.7,9,6,1,Fall
2023-09-11,25.0,0.0,83.1,29.5,50.6,9,0,0,Fall
2023-09-12,25.1,0.0,82.1,25.9,65.2,9,1,0,Fall
2023-09-13,23.7,2.0,88.7,22.3,75.4,9,2,0,Fall
2023-09-14,24.4,4.0,88.5,13.0,85.9,9,3,0,Fall
2023-09-15,23.9,78.0,91.3,20.5,92.3,9,4,0,Fall
2023-09-16,22.6,215.0,94.6,31.7,97.5,9,5,1,Fall
2023-09-17,22.1,29.0,92.9,38.7,92.2,9,6,1,Fall
2023-09-18,24.0,0.2,87.0,25.9,76.0,9,0,0,Fall
2023-09-19,25.4,0.0,81.9,18.4,46.4,9,1,0,Fall
